"geneName","teName","coef","pair","group"
"ZNF765","THE1D-int",-0.508397073190892,"THE1D-int:ZNF765","negative"
"ZNF124","LOR1a",-0.501088984078446,"LOR1a:ZNF124","negative"
"ZNF605","LTR12E",-0.482403537310581,"LTR12E:ZNF605","negative"
"ZNF605","LTR14B",-0.487662761204937,"LTR14B:ZNF605","negative"
"ZNF605","MamGypLTR3",-0.47381459095746,"MamGypLTR3:ZNF605","negative"
"ZNF782","L1M4",-0.452040251102156,"L1M4:ZNF782","negative"
"ZNF782","L1M4b",-0.692056888167583,"L1M4b:ZNF782","negative"
"ZNF782","L1MB7",0.641156399374982,"L1MB7:ZNF782","positive"
"ZNF782","L1MEf",-0.659029871637318,"L1MEf:ZNF782","negative"
"ZNF136","L1MB4",0.615133341697637,"L1MB4:ZNF136","positive"
"ZNF136","L1MB5",0.689248540555364,"L1MB5:ZNF136","positive"
"ZNF136","L1MB7",0.647579913854591,"L1MB7:ZNF136","positive"
"ZNF136","L1MB8",0.600822310939263,"L1MB8:ZNF136","positive"
"ZNF136","L1MCc",-0.445320598346328,"L1MCc:ZNF136","negative"
"ZNF136","L1ME3",0.578799559292258,"L1ME3:ZNF136","positive"
"ZNF136","L1ME3A",0.663139952755515,"L1ME3A:ZNF136","positive"
"ZNF136","L1PA10",-0.508321001835126,"L1PA10:ZNF136","negative"
"ZNF136","L1PA11",-0.481583001477891,"L1PA11:ZNF136","negative"
"ZNF136","L1PA13",-0.557532384267556,"L1PA13:ZNF136","negative"
"ZNF136","L1PA14",-0.490750975525245,"L1PA14:ZNF136","negative"
"ZNF136","L1PA15-16",-0.471725875340584,"L1PA15-16:ZNF136","negative"
"ZNF136","L1PA15",-0.546361587297176,"L1PA15:ZNF136","negative"
"ZNF136","L1PA2",-0.665130534141594,"L1PA2:ZNF136","negative"
"ZNF136","L1PA3",-0.614763552210649,"L1PA3:ZNF136","negative"
"ZNF136","L1PA4",-0.635559379524363,"L1PA4:ZNF136","negative"
"ZNF136","L1PA8",-0.478402008476492,"L1PA8:ZNF136","negative"
"ZNF136","L1PB2",-0.51352681520008,"L1PB2:ZNF136","negative"
"ZKSCAN5","L2a",0.842524756721711,"L2a:ZKSCAN5","positive"
"ZKSCAN5","LTR14B",0.657853987682274,"LTR14B:ZKSCAN5","positive"
"ZKSCAN5","MER1A",0.878534975351737,"MER1A:ZKSCAN5","positive"
"ZKSCAN5","MSTB1",0.782723845069533,"MSTB1:ZKSCAN5","positive"
"ZKSCAN5","MSTB",0.778624970622231,"MSTB:ZKSCAN5","positive"
"ZKSCAN5","SVA_B",0.608870796098515,"SVA_B:ZKSCAN5","positive"
"ZKSCAN5","SVA_D",0.839418281550235,"SVA_D:ZKSCAN5","positive"
"ZKSCAN5","SVA_E",0.826491344095161,"SVA_E:ZKSCAN5","positive"
"ZKSCAN5","SVA_F",0.674513561357229,"SVA_F:ZKSCAN5","positive"
"ZNF431","LTR14B",-0.591912341074944,"LTR14B:ZNF431","negative"
"ZNF431","LTR33B",-0.444792000709843,"LTR33B:ZNF431","negative"
"ZNF431","THE1B",-0.528102281083118,"THE1B:ZNF431","negative"
"ZNF418","MER31B",0.701100883863714,"MER31B:ZNF418","positive"
"ZNF441","AluSp",-0.691720003882914,"AluSp:ZNF441","negative"
"ZNF441","AluSq2",-0.687320719622313,"AluSq2:ZNF441","negative"
"ZNF441","AluSx",-0.704964334021027,"AluSx:ZNF441","negative"
"ZNF441","AluSz",-0.666684027852905,"AluSz:ZNF441","negative"
"ZNF441","AluYd8",-0.653580603410615,"AluYd8:ZNF441","negative"
"ZNF257","AluJb",0.51005402507973,"AluJb:ZNF257","positive"
"ZNF257","AluJr",0.475766753372338,"AluJr:ZNF257","positive"
"ZNF786","AluJb",-0.548118792590399,"AluJb:ZNF786","negative"
"ZNF786","LTR12D",0.482652916396082,"LTR12D:ZNF786","positive"
"ZNF786","LTR71B",0.514124282898681,"LTR71B:ZNF786","positive"
"ZNF675","AluYd8",-0.713369627728437,"AluYd8:ZNF675","negative"
"ZNF675","LTR13_",0.716319017226256,"LTR13_:ZNF675","positive"
"ZNF675","LTR18A",0.502111169475836,"LTR18A:ZNF675","positive"
"ZNF675","MST-int",0.548178465407532,"MST-int:ZNF675","positive"
"ZNF675","MSTB-int",0.734644731549518,"MSTB-int:ZNF675","positive"
"ZNF675","MSTB1-int",0.61371610592509,"MSTB1-int:ZNF675","positive"
"ZNF675","MSTC-int",0.530072576580947,"MSTC-int:ZNF675","positive"
"ZNF615","MER68",0.664847989310572,"MER68:ZNF615","positive"
"ZNF615","MLT1F",0.652001771659659,"MLT1F:ZNF615","positive"
"ZNF433","HUERS-P3-int",0.666466246835703,"HUERS-P3-int:ZNF433","positive"
"ZNF433","L1PA13",-0.539433111325873,"L1PA13:ZNF433","negative"
"ZNF433","L1PA14",-0.479286086257545,"L1PA14:ZNF433","negative"
"ZNF433","L1PA15",-0.525260514956159,"L1PA15:ZNF433","negative"
"ZNF433","L1PREC2",-0.463821124922831,"L1PREC2:ZNF433","negative"
"ZNF433","MER11A",0.714760231148688,"MER11A:ZNF433","positive"
"ZNF460","AluSc8",-0.55710149530437,"AluSc8:ZNF460","negative"
"ZNF460","AluSc",-0.574813620688808,"AluSc:ZNF460","negative"
"ZNF460","AluSg7",-0.566929582925083,"AluSg7:ZNF460","negative"
"ZNF460","AluSg",-0.475387653577469,"AluSg:ZNF460","negative"
"ZNF460","AluSp",-0.471595854857401,"AluSp:ZNF460","negative"
"ZNF460","AluSq2",-0.472410662702976,"AluSq2:ZNF460","negative"
"ZNF460","AluSq",-0.489208088577828,"AluSq:ZNF460","negative"
"ZNF460","AluSx3",-0.571917396880396,"AluSx3:ZNF460","negative"
"ZNF460","AluSx4",-0.47106163521055,"AluSx4:ZNF460","negative"
"ZNF460","AluY",-0.628270471823172,"AluY:ZNF460","negative"
"ZNF460","AluYa5",-0.795737252663649,"AluYa5:ZNF460","negative"
"ZNF460","AluYc",-0.62769397375375,"AluYc:ZNF460","negative"
"ZNF460","AluYg6",-0.65811937623591,"AluYg6:ZNF460","negative"
"ZNF81","L1MB5",0.586927566912071,"L1MB5:ZNF81","positive"
"ZNF81","L1MB7",0.539408927163105,"L1MB7:ZNF81","positive"
"ZNF81","L1MB8",0.526267827390517,"L1MB8:ZNF81","positive"
"ZNF81","L1ME3",0.587752156566399,"L1ME3:ZNF81","positive"
"ZNF81","L1ME3A",0.627649055338127,"L1ME3A:ZNF81","positive"
"ZNF790","LTR33",0.480506644428474,"LTR33:ZNF790","positive"
"ZNF273","AluYa5",-0.582538269220288,"AluYa5:ZNF273","negative"
"ZNF273","LTR12E",0.646583998357218,"LTR12E:ZNF273","positive"
"ZNF273","LTR17",0.532763510990065,"LTR17:ZNF273","positive"
"ZNF273","MER52A",0.586513051215355,"MER52A:ZNF273","positive"
"ZNF273","MER52C",0.494986396967571,"MER52C:ZNF273","positive"
"ZNF84","L1ME3A",0.784483316909512,"L1ME3A:ZNF84","positive"
"ZNF84","L1P4",-0.489979136883821,"L1P4:ZNF84","negative"
"ZNF84","L1PA11",-0.462392252153521,"L1PA11:ZNF84","negative"
"ZNF84","L1PA13",-0.526670582254355,"L1PA13:ZNF84","negative"
"ZNF84","L1PA14",-0.454368873685977,"L1PA14:ZNF84","negative"
"ZNF84","L1PA15",-0.514827125966901,"L1PA15:ZNF84","negative"
"ZNF84","L1PA16",-0.477580195833725,"L1PA16:ZNF84","negative"
"ZNF84","L1PA3",-0.608333977975197,"L1PA3:ZNF84","negative"
"ZNF84","L1PA8",-0.473730530754311,"L1PA8:ZNF84","negative"
"ZNF84","L1PB2",-0.500858098986326,"L1PB2:ZNF84","negative"
"ZNF649","L1P1",-0.555736693451789,"L1P1:ZNF649","negative"
"ZNF649","L1P2",-0.483135517836316,"L1P2:ZNF649","negative"
"ZNF649","LTR12C",0.648839704406917,"LTR12C:ZNF649","positive"
"ZNF649","LTR12E",0.569961143209662,"LTR12E:ZNF649","positive"
"ZNF649","SVA_D",0.490812709533033,"SVA_D:ZNF649","positive"
"ZNF649","SVA_E",0.495958993881805,"SVA_E:ZNF649","positive"
"ZNF248","L1M2a",-0.483348530185234,"L1M2a:ZNF248","negative"
"ZNF248","L1M3",-0.525867029261887,"L1M3:ZNF248","negative"
"ZNF248","L1MA2",-0.583951287641398,"L1MA2:ZNF248","negative"
"ZNF248","L1MA4A",-0.579908024911928,"L1MA4A:ZNF248","negative"
"ZNF248","L1MA5",-0.507992258546488,"L1MA5:ZNF248","negative"
"ZNF248","L1MA6",-0.517784433030647,"L1MA6:ZNF248","negative"
"ZNF248","L1MA8",-0.464581902149188,"L1MA8:ZNF248","negative"
"ZNF248","L1MA9",-0.444415935102238,"L1MA9:ZNF248","negative"
"ZNF248","L1MB4",0.673086359211127,"L1MB4:ZNF248","positive"
"ZNF248","L1MB7",0.731036095719036,"L1MB7:ZNF248","positive"
"ZNF248","L1P4",-0.587799949434148,"L1P4:ZNF248","negative"
"ZNF248","L1PA10",-0.549643799491091,"L1PA10:ZNF248","negative"
"ZNF248","L1PA11",-0.55209474648221,"L1PA11:ZNF248","negative"
"ZNF248","L1PA13",-0.598450114929222,"L1PA13:ZNF248","negative"
"ZNF248","L1PA14",-0.540465960322788,"L1PA14:ZNF248","negative"
"ZNF248","L1PA15",-0.60230316437503,"L1PA15:ZNF248","negative"
"ZNF248","L1PA4",-0.658463459361392,"L1PA4:ZNF248","negative"
"ZNF248","L1PA6",-0.604537891548179,"L1PA6:ZNF248","negative"
"ZNF248","L1PA8",-0.55491602283425,"L1PA8:ZNF248","negative"
"ZNF248","L1PB2",-0.600397730945024,"L1PB2:ZNF248","negative"
"ZNF248","L1PB",-0.66220039060533,"L1PB:ZNF248","negative"
"ZNF248","L1PBa1",-0.568606903815321,"L1PBa1:ZNF248","negative"
"ZNF248","L1PREC2",-0.532067385077483,"L1PREC2:ZNF248","negative"
"ZNF334","AluSg4",-0.70483078690427,"AluSg4:ZNF334","negative"
"ZNF334","SVA_B",0.513291837857359,"SVA_B:ZNF334","positive"
"ZNF334","SVA_F",0.514998131294705,"SVA_F:ZNF334","positive"
"ZNF485","ERVL-B4-int",0.448066232165627,"ERVL-B4-int:ZNF485","positive"
"ZNF485","L1MC1",-0.46580713020748,"L1MC1:ZNF485","negative"
"ZNF485","L1PA12",-0.456557749704464,"L1PA12:ZNF485","negative"
"ZNF485","MER20",0.45152788038212,"MER20:ZNF485","positive"
"ZNF69","LTR13",-0.443751724942136,"LTR13:ZNF69","negative"
"ZNF587","LTR13_",0.801463385718338,"LTR13_:ZNF587","positive"
"ZNF587","LTR14A",0.515545975281165,"LTR14A:ZNF587","positive"
"ZNF587","LTR14B",0.58402241307557,"LTR14B:ZNF587","positive"
"ZNF587","MER61-int",0.465195848325111,"MER61-int:ZNF587","positive"
"ZNF627","MER9a3",0.774807772559433,"MER9a3:ZNF627","positive"
"ZNF627","Tigger1",0.751608480006114,"Tigger1:ZNF627","positive"
"ZNF468","HERVK9-int",0.449109648441735,"HERVK9-int:ZNF468","positive"
"ZNF468","LTR12E",0.50867065899982,"LTR12E:ZNF468","positive"
"ZNF468","LTR17",0.483784574802739,"LTR17:ZNF468","positive"
"ZNF468","LTR7B",0.554816852282351,"LTR7B:ZNF468","positive"
"ZNF468","LTR7Y",0.448224554430319,"LTR7Y:ZNF468","positive"
"ZNF468","MER11A",0.511731823380669,"MER11A:ZNF468","positive"
"ZNF468","MER72",0.473352472095231,"MER72:ZNF468","positive"
"ZNF468","SVA_B",0.505103890792091,"SVA_B:ZNF468","positive"
"ZNF468","SVA_D",0.551596403010621,"SVA_D:ZNF468","positive"
"ZNF468","SVA_F",0.542173447203278,"SVA_F:ZNF468","positive"
"ZNF468","THE1A-int",0.504698204784038,"THE1A-int:ZNF468","positive"
"ZNF468","THE1B-int",0.495503100068809,"THE1B-int:ZNF468","positive"
"ZNF468","THE1C-int",0.535808400331259,"THE1C-int:ZNF468","positive"
"ZNF425","L1HS",-0.625641035204841,"L1HS:ZNF425","negative"
"ZNF425","L1PA2",-0.575922898240137,"L1PA2:ZNF425","negative"
"ZNF425","L1PA3",-0.461400476089031,"L1PA3:ZNF425","negative"
"ZNF425","L1PA4",-0.495798861276421,"L1PA4:ZNF425","negative"
"ZNF425","L1PA6",-0.460676778804541,"L1PA6:ZNF425","negative"
"ZNF425","LTR13_",0.674848776599483,"LTR13_:ZNF425","positive"
"ZNF425","LTR55",0.681001193677651,"LTR55:ZNF425","positive"
"ZNF425","LTR71B",0.656159465348005,"LTR71B:ZNF425","positive"
"ZNF736","LTR14B",0.490799413480393,"LTR14B:ZNF736","positive"
"ZNF736","LTR1C",0.686733141132713,"LTR1C:ZNF736","positive"
"ZNF736","LTR25-int",0.744611152130301,"LTR25-int:ZNF736","positive"
"ZNF736","MER52D",0.586155672078027,"MER52D:ZNF736","positive"
"ZNF736","MER57E1",0.564494041351173,"MER57E1:ZNF736","positive"
"ZNF736","MER68",0.677205882637268,"MER68:ZNF736","positive"
"ZNF736","MER9a3",0.650832253410803,"MER9a3:ZNF736","positive"
"ZNF736","SVA_F",0.502936829651898,"SVA_F:ZNF736","positive"
"ZNF324B","Tigger2",0.645439212093399,"Tigger2:ZNF324B","positive"
"ZNF564","MLT1A0",-0.445693384280023,"MLT1A0:ZNF564","negative"
"ZNF564","MLT1A1",-0.533597362416637,"MLT1A1:ZNF564","negative"
"ZNF564","MLT1A",-0.463601711502652,"MLT1A:ZNF564","negative"
"ZNF564","MLT1B",-0.465101910392942,"MLT1B:ZNF564","negative"
"ZNF564","MSTC",-0.479797390599895,"MSTC:ZNF564","negative"
"ZNF564","MSTD",-0.509956892940791,"MSTD:ZNF564","negative"
"ZNF432","L1M4",0.484705660140565,"L1M4:ZNF432","positive"
"ZNF10","L1MB4",0.628863756604175,"L1MB4:ZNF10","positive"
"ZNF10","L1MB5",0.676251990186515,"L1MB5:ZNF10","positive"
"ZNF10","L1MB7",0.709220417184689,"L1MB7:ZNF10","positive"
"ZNF10","L1MB8",0.665403837078075,"L1MB8:ZNF10","positive"
"ZNF10","L1ME3",0.737116465641519,"L1ME3:ZNF10","positive"
"ZNF10","L1ME3A",0.724706621832687,"L1ME3A:ZNF10","positive"
"ZNF10","L1PA11",-0.541343554823754,"L1PA11:ZNF10","negative"
"ZNF10","L1PA13",-0.614635974280275,"L1PA13:ZNF10","negative"
"ZNF10","L1PA14",-0.51982868105225,"L1PA14:ZNF10","negative"
"ZNF10","L1PA3",-0.683308869379442,"L1PA3:ZNF10","negative"
"ZNF10","L1PA5",-0.447628006041705,"L1PA5:ZNF10","negative"
"ZNF10","L1PA8",-0.535100276152445,"L1PA8:ZNF10","negative"
"ZNF225","AluSp",-0.642492514253334,"AluSp:ZNF225","negative"
"ZNF225","L1M1",-0.548782397252468,"L1M1:ZNF225","negative"
"ZNF225","L1M2",-0.48152525644745,"L1M2:ZNF225","negative"
"ZNF225","L1M3c",-0.549799661589444,"L1M3c:ZNF225","negative"
"ZNF225","L1M3f",-0.488938952423628,"L1M3f:ZNF225","negative"
"ZNF225","L1MB4",0.556595192555466,"L1MB4:ZNF225","positive"
"ZNF225","MER61-int",0.463896700362268,"MER61-int:ZNF225","positive"
"ZNF285","LTR12D",0.451492876010957,"LTR12D:ZNF285","positive"
"ZNF2","LTR13_",0.572373513799616,"LTR13_:ZNF2","positive"
"ZNF2","MamGypLTR3",0.504732864023632,"MamGypLTR3:ZNF2","positive"
"ZNF506","AluJb",0.609091540007698,"AluJb:ZNF506","positive"
"ZNF506","AluJo",0.534685829835291,"AluJo:ZNF506","positive"
"ZNF506","AluJr",0.543216041080609,"AluJr:ZNF506","positive"
"ZNF506","AluSz",0.634038371420305,"AluSz:ZNF506","positive"
"ZNF671","ERVL-B4-int",0.658567002965532,"ERVL-B4-int:ZNF671","positive"
"ZNF671","HERVL-int",0.59615694863963,"HERVL-int:ZNF671","positive"
"ZNF671","L1M4b",-0.667830196668954,"L1M4b:ZNF671","negative"
"ZNF671","LTR13",0.664106266983956,"LTR13:ZNF671","positive"
"ZNF671","MSTA",0.652319412886371,"MSTA:ZNF671","positive"
"ZNF264","MLT1A0",0.554975188243439,"MLT1A0:ZNF264","positive"
"ZNF419","HERVK22-int",0.627556596916077,"HERVK22-int:ZNF419","positive"
"ZNF430","THE1A",-0.64703832026759,"THE1A:ZNF430","negative"
"ZNF430","THE1B",-0.596623862877597,"THE1B:ZNF430","negative"
"ZNF430","THE1D",-0.585469041965783,"THE1D:ZNF430","negative"
"ZNF133","L1M4b",-0.584134712543171,"L1M4b:ZNF133","negative"
"ZNF133","L1MA3",-0.539726185570433,"L1MA3:ZNF133","negative"
"ZNF484","L1MC5",0.635928020503097,"L1MC5:ZNF484","positive"
"ZNF337","L1M2",-0.603852845124889,"L1M2:ZNF337","negative"
"ZNF337","L1M2c",-0.711365852198918,"L1M2c:ZNF337","negative"
"ZNF337","L1M4",-0.644016338037428,"L1M4:ZNF337","negative"
"ZNF337","L1M4c",-0.773099279765502,"L1M4c:ZNF337","negative"
"ZNF337","L1MA5",-0.657953010890858,"L1MA5:ZNF337","negative"
"ZNF337","L1PBa",-0.602795120452516,"L1PBa:ZNF337","negative"
"ZNF337","MER54A",0.655893343410571,"MER54A:ZNF337","positive"
"ZNF317","HAL1",-0.579526983559608,"HAL1:ZNF317","negative"
"ZNF317","L1M4c",-0.586944272234022,"L1M4c:ZNF317","negative"
"ZNF317","L1MDa",-0.587865991432706,"L1MDa:ZNF317","negative"
"ZNF317","L1MEd",-0.632104760159589,"L1MEd:ZNF317","negative"
"ZNF317","L1MEf",-0.591122422423496,"L1MEf:ZNF317","negative"
"ZNF317","L1MEg",-0.608062275651252,"L1MEg:ZNF317","negative"
"ZNF317","L1P2",-0.567914802444338,"L1P2:ZNF317","negative"
"ZNF317","LTR55",0.565925738638259,"LTR55:ZNF317","positive"
"ZNF331","MLT1F1",0.745402007502001,"MLT1F1:ZNF331","positive"
"ZNF331","MLT1F",0.702787858980018,"MLT1F:ZNF331","positive"
"ZNF331","MLT1G1",0.692399368578494,"MLT1G1:ZNF331","positive"
"ZNF331","MLT1G3",0.776600893385729,"MLT1G3:ZNF331","positive"
"ZNF331","MLT1G",0.723287190884978,"MLT1G:ZNF331","positive"
"ZNF331","MLT1H1",0.669329942744827,"MLT1H1:ZNF331","positive"
"ZNF331","MLT1H2",0.743033864009278,"MLT1H2:ZNF331","positive"
"ZNF331","MLT1H",0.745779681710166,"MLT1H:ZNF331","positive"
"ZNF141","HUERS-P3-int",-0.591670549614857,"HUERS-P3-int:ZNF141","negative"
"ZNF141","HUERS-P3b-int",-0.654787254755319,"HUERS-P3b-int:ZNF141","negative"
"ZNF141","L1M2c",0.604727823031885,"L1M2c:ZNF141","positive"
"ZNF141","LTR13",-0.621480621365736,"LTR13:ZNF141","negative"
"ZNF141","MER11D",-0.634267347001249,"MER11D:ZNF141","negative"
"ZNF304","LTR8A",0.766606266441957,"LTR8A:ZNF304","positive"
"ZNF304","MLT1E1",0.690483741770935,"MLT1E1:ZNF304","positive"
"ZNF304","MLT1E1A",0.555678635759475,"MLT1E1A:ZNF304","positive"
"ZNF304","MLT1E2",0.620273420875439,"MLT1E2:ZNF304","positive"
"ZNF304","MLT1F1",0.809225336424832,"MLT1F1:ZNF304","positive"
"ZNF304","MLT1F2",0.776036180570555,"MLT1F2:ZNF304","positive"
"ZNF304","MLT1F",0.750951276113361,"MLT1F:ZNF304","positive"
"ZNF304","MLT1G3",0.807218414840336,"MLT1G3:ZNF304","positive"
"ZNF304","MLT1H1",0.695833801796678,"MLT1H1:ZNF304","positive"
"ZNF132","LTR16B",0.620384620319825,"LTR16B:ZNF132","positive"
"ZNF300","AluYc",0.592383393577344,"AluYc:ZNF300","positive"
"ZNF157","LTR28",0.645489335605122,"LTR28:ZNF157","positive"
"ZNF776","MSTA",0.715811860873244,"MSTA:ZNF776","positive"
"ZNF776","MSTB1",0.741691432389115,"MSTB1:ZNF776","positive"
"ZNF776","MSTB",0.658370975722836,"MSTB:ZNF776","positive"
"ZNF714","LTR13",-0.700920078452537,"LTR13:ZNF714","negative"
"ZNF714","LTR50",-0.70387250257246,"LTR50:ZNF714","negative"
"ZNF714","MER61E",-0.662803866421496,"MER61E:ZNF714","negative"
"ZNF382","L1HS",-0.554068380190601,"L1HS:ZNF382","negative"
"ZNF382","L1M1",-0.70459339108116,"L1M1:ZNF382","negative"
"ZNF382","L1M2",-0.624714614357038,"L1M2:ZNF382","negative"
"ZNF382","L1M3",-0.644044303232521,"L1M3:ZNF382","negative"
"ZNF382","L1M4c",-0.723200909854152,"L1M4c:ZNF382","negative"
"ZNF382","L1MA2",-0.630536779563582,"L1MA2:ZNF382","negative"
"ZNF382","L1MA3",-0.663307121854516,"L1MA3:ZNF382","negative"
"ZNF382","L1MA4",-0.635078474008649,"L1MA4:ZNF382","negative"
"ZNF382","L1MA4A",-0.568885233746257,"L1MA4A:ZNF382","negative"
"ZNF382","L1MA5",-0.63026588457422,"L1MA5:ZNF382","negative"
"ZNF382","L1MA8",-0.550015238313788,"L1MA8:ZNF382","negative"
"ZNF382","L1MCa",-0.758834003486513,"L1MCa:ZNF382","negative"
"ZNF382","L1MD",-0.572941390235741,"L1MD:ZNF382","negative"
"ZNF382","L1MDa",-0.740532150505613,"L1MDa:ZNF382","negative"
"ZNF382","L1MEc",-0.708396765790821,"L1MEc:ZNF382","negative"
"ZNF382","L1MEf",-0.663998391649454,"L1MEf:ZNF382","negative"
"ZNF382","L1MEg",-0.56714778141185,"L1MEg:ZNF382","negative"
"ZNF382","L1P1",-0.575853551489519,"L1P1:ZNF382","negative"
"ZNF382","L1P2",-0.623088483617368,"L1P2:ZNF382","negative"
"ZNF382","L1P3",-0.675534473121332,"L1P3:ZNF382","negative"
"ZNF382","L1PA15",-0.539246223299243,"L1PA15:ZNF382","negative"
"ZNF382","L1PA6",-0.54507477529288,"L1PA6:ZNF382","negative"
"ZNF382","L1PA7",-0.647240489880825,"L1PA7:ZNF382","negative"
"ZNF382","L1PA8A",-0.587504630680153,"L1PA8A:ZNF382","negative"
"ZNF382","L1PB1",-0.629172937117221,"L1PB1:ZNF382","negative"
"ZNF382","L1PBa",-0.703162309117434,"L1PBa:ZNF382","negative"
"ZNF382","MamGypLTR3",0.69046009323823,"MamGypLTR3:ZNF382","positive"
"PRDM9","L1PBa1",0.645855502528218,"L1PBa1:PRDM9","positive"
"PRDM9","MER52-int",0.623504272378637,"MER52-int:PRDM9","positive"
"ZNF12","MLT1A0",0.728793089773844,"MLT1A0:ZNF12","positive"
"ZNF12","MLT1A",0.667986234209743,"MLT1A:ZNF12","positive"
"ZNF12","MLT1B",0.726490255332236,"MLT1B:ZNF12","positive"
"ZNF12","MLT1D",0.68329267612353,"MLT1D:ZNF12","positive"
"ZNF12","MLT1H",0.701415634150508,"MLT1H:ZNF12","positive"
"ZNF12","MLT1I",0.693455316184541,"MLT1I:ZNF12","positive"
"ZNF12","MLT1J1",0.685240573076158,"MLT1J1:ZNF12","positive"
"ZNF12","MLT1J2",0.731616474521177,"MLT1J2:ZNF12","positive"
